"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"8333071","06705",21,0,2,"02",51760
"8333118","06701",16,0,2,"02",92330
"8333859","06705",21,0,2,"02",88400
"8333981","06704",27,0,1,"06",36000
"8334044","06705",18,0,5,"02",56210
"8334111","06703",21,0,1,"09",13800
"8334116","06703",14,0,1,"03",16700
"8334312","06705",16,0,2,"02",31300
"8334385","06702",19,0,6,"02",58220
"8334763","06702",23,0,0,"09",0
"8334972","06705",16,0,2,"02",36600
"8335230","06704",26,0,1,"05",57010
"8335430","06704",19,0,1,"08",100700
"8335475","06705",23,0,5,"06",16200
"8335506","06701",12,0,0,"09",0
"8336367","06704",15,0,5,"02",24800
"8336480","06703",10,0,1,"01",13600
"8336758","06704",31,0,4,"02",50000
"8336954","06705",13,0,4,"02",35000
"8337693","06701",19,0,4,"02",52100
"8337793","06704",26,0,2,"02",49000
"8337887","06703",21,0,7,"02",65400
"8337892","06701",21,0,2,"04",34230
"8338075","06705",13,0,4,"02",29000
"8338260","06701",16,0,1,"02",90000
"8338453","06701",35,0,3,"06",24100
"8338513","06704",13,0,1,"04",34300
"8338914","06704",13,0,3,"02",135000
"8338971","06705",10,0,2,"09",24000
"8338994","06705",23,0,4,"02",49600
"8339044","06701",16,0,2,"02",77000
"8339102","06705",29,0,2,"02",70000
"8339188","06704",13,0,3,"02",141000
"8339234","06704",21,0,2,"02",146000
"8339549","06703",0,1,1,"  ",0
"8340081","06702",18,0,3,"02",37700
"8340387","06702",21,0,2,"02",103080
"8340439","06701",16,0,1,"09",13100
"8340708","06704",21,0,2,"02",90000
"8340952","06701",21,0,1,"09",15800
"8341292","06705",21,0,6,"09",20800
"8341462","06703",26,0,2,"02",126000
"8341801","06703",15,0,5,"02",89084
"8341881","06702",21,0,4,"08",12000
"8341898","06705",19,0,3,"04",113100
"8341910","06705",0,2,1,"  ",0
"8342132","06702",15,0,5,"02",86200
"8342227","06702",24,0,1,"02",37000
"8342419","06701",11,0,0,"06",0
"8342536","06704",16,0,2,"02",78200
"8342730","06702",10,0,3,"03",42000
"8342821","06702",18,0,6,"02",60000
"8342906","06705",27,0,3,"02",88960
"8343060","06701",18,0,1,"02",38400
"8343226","06702",26,0,2,"02",79500
"8343279","06704",18,0,4,"03",31000
"8343457","06702",21,0,6,"02",41670
"8343521","06705",0,2,1,"  ",0
"8343581","06705",27,0,5,"02",44000
"8343654","06702",21,0,6,"07",28100
"8343893","06705",27,0,4,"02",96720
"8343905","06703",21,0,3,"02",53100
"8343942","06704",24,0,1,"06",16100
"8344138","06703",24,0,6,"02",33600
"8344140","06703",18,0,4,"01",18000
"8344316","06704",21,0,2,"02",136450
"8344683","06705",16,0,3,"04",35000
"8344730","06701",26,0,1,"06",44400
"8345067","06704",23,0,1,"02",32950
"8345087","06704",19,0,1,"09",-10000
"8345242","06704",19,0,5,"02",81100
"8345980","06705",26,0,0,"02",0
"8346059","06705",0,2,1,"  ",0
"8346284","06704",21,0,2,"02",42000
"8346362","06704",21,0,2,"02",66500
"8346745","06705",24,0,1,"02",31700
"8346836","06702",21,0,1,"02",7000
"8346837","06704",13,0,5,"02",55900
"8346995","06702",18,0,1,"08",31700
"8347082","06705",21,0,2,"02",90000
"8347224","06702",37,0,5,"02",10800
"8347532","06701",18,0,1,"02",100800
"8347588","06703",27,0,1,"09",12000
"8347767","06701",21,0,2,"02",80000
"8348050","06703",24,0,2,"05",19600
"8348255","06705",21,0,1,"03",187000
"8348284","06701",18,0,2,"02",49700
"8348574","06701",26,0,1,"05",51300
"8348775","06702",34,0,2,"02",29110
"8349196","06704",35,0,1,"05",27500
"8349461","06705",0,2,1,"  ",0
"8349475","06704",29,0,0,"08",0
"8349806","06702",32,0,1,"02",16600
"8350203","06705",23,0,4,"03",60000
"8350206","06703",26,0,2,"02",32700
"8350517","06702",16,0,7,"02",49900
"8350609","06701",32,0,5,"06",0
"8350813","06704",29,0,4,"02",51000
"8350970","06704",24,0,3,"02",121200
"8351244","06702",19,0,2,"02",19500
"8351542","06704",18,0,5,"02",110100
"8351982","06703",0,2,1,"  ",0
"8352268","06701",13,0,2,"07",31100
"8352342","06704",21,0,2,"07",92100
"8352356","06702",11,0,0,"02",0
"8352586","06701",24,0,1,"09",13500
"8352806","06703",18,0,4,"02",119000
"8352853","06705",0,1,1,"  ",0
"8352866","06702",16,0,2,"02",77000
"8353070","06701",19,0,2,"08",12840
"8353311","06705",17,0,0,"06",0
"8353500","06705",26,0,2,"02",31900
"8353679","06702",13,0,8,"02",43500
"8354011","06703",13,0,2,"02",92000
"8354382","06701",13,0,3,"02",27240
"8354512","06701",32,0,2,"09",187000
"8354652","06703",16,0,4,"02",65240
"8354698","06702",24,0,1,"02",7000
"8355449","06704",8,0,2,"02",325000
"8355529","06702",21,0,3,"06",119100
"8355723","06704",21,0,5,"02",115550
"8356444","06701",16,0,1,"07",23700
"8356565","06704",29,0,2,"02",41300
"8356608","06704",17,0,0,"05",0
"8356787","06703",21,0,3,"02",119300
"8356940","06701",16,0,2,"08",61300
"8356994","06704",21,0,1,"03",39560
"8357238","06701",24,0,2,"03",82000
"8357324","06701",19,0,4,"02",61900
"8357384","06701",0,2,1,"  ",0
"8357499","06705",16,0,2,"02",18000
"8357560","06705",26,0,4,"09",15300
"8357620","06704",21,0,1,"02",23500
"8357703","06701",21,0,4,"06",19100
"8357722","06703",19,0,3,"02",66700
"8357750","06701",16,0,1,"07",22000
"8358037","06703",21,0,1,"02",60500
"8358513","06703",0,1,1,"  ",0
"8358924","06704",13,0,2,"02",35300
"8359203","06705",35,0,4,"01",27900
"8359273","06704",0,1,1,"  ",0
"8359489","06701",24,0,1,"05",44000
"8359678","06703",21,0,3,"02",98100
"8359738","06705",32,0,3,"08",30800
"8359770","06705",15,0,2,"02",24200
"8360003","06705",21,0,3,"02",56450
"8360173","06704",16,0,4,"02",153500
"8360269","06704",16,0,1,"09",9700
"8360320","06703",24,0,1,"01",19000
"8360505","06705",23,0,2,"02",124700
"8360509","06705",13,0,6,"02",94500
"8360655","06703",34,0,3,"02",50400
"8360726","06705",20,0,0,"05",0
"8360767","06705",0,2,1,"  ",0
"8360791","06703",18,0,2,"07",27700
"8361252","06702",29,0,3,"02",353600
"8361308","06705",0,2,1,"  ",0
"8361446","06702",13,0,6,"02",84200
"8361721","06704",18,0,5,"02",113700
"8361750","06703",29,0,4,"02",79000
"8361815","06704",15,0,1,"02",33600
"8361904","06703",21,0,2,"02",63000
"8361985","06701",29,0,2,"06",23270
"8362239","06701",16,0,1,"02",280000
"8362317","06704",19,0,4,"02",160000
"8362441","06703",37,0,5,"04",19000
"8362619","06704",24,0,1,"06",30500
"8362655","06705",32,0,1,"09",8500
"8362753","06704",15,0,2,"02",48600
"8363388","06705",18,0,2,"02",22300
"8363557","06704",27,0,2,"07",85500
"8363626","06704",16,0,1,"09",62000
"8363800","06704",18,0,2,"06",70310
"8364562","06705",0,2,1,"  ",0
"8364735","06705",21,0,1,"01",0
"8364984","06705",21,0,3,"02",67700
"8365169","06701",24,0,2,"08",72000
"8365442","06704",21,0,2,"02",55600
"8365444","06705",21,0,2,"05",32300
"8365737","06705",21,0,3,"02",69000
"8366028","06702",27,0,4,"03",39000
"8366044","06703",13,0,1,"02",71000
"8366264","06703",18,0,1,"02",50000
"8366630","06701",0,2,1,"  ",0
"8366862","06705",21,0,3,"03",59000
"8366933","06701",0,2,1,"  ",0
"8367082","06701",0,2,1,"  ",0
"8367779","06701",18,0,3,"02",171400
"8367969","06704",16,0,6,"05",32300
"8368294","06704",21,0,1,"07",340000
"8368352","06701",24,0,1,"05",38480
"8368576","06703",13,0,2,"05",38000
"8368821","06704",14,0,2,"02",228000
"8369008","06702",14,0,4,"02",96000
"8369033","06702",21,0,4,"09",27000
"8369094","06705",14,0,4,"02",70000
"8369169","06702",21,0,5,"02",10400
"8369193","06704",21,0,1,"05",18840
"8369567","06704",10,0,3,"02",35500
"8369912","06701",58,0,3,"06",45150
"8370054","06701",29,0,2,"09",82000
"8370131","06704",13,0,2,"06",3000
"8370549","06705",18,0,2,"03",48000
"8371099","06705",6,0,0,"01",0
"8371117","06702",21,0,4,"02",41900
"8371201","06703",21,0,4,"02",104000
"8371279","06704",19,0,5,"02",76000
"8371741","06705",21,0,1,"03",72800
"8371753","06705",39,0,2,"07",31000
"8371896","06705",0,2,1,"  ",0
"8371928","06703",18,0,3,"03",52000
"8371993","06703",14,0,3,"02",10800
"8372128","06701",15,0,4,"02",336500
"8372367","06703",21,0,4,"02",82000
"8372941","06705",26,0,2,"06",98000
"8373409","06705",16,0,5,"02",80000
"8373605","06701",13,0,4,"07",36000
"8374377","06701",0,2,1,"  ",0
"8374407","06702",27,0,2,"02",19600
"8374477","06704",21,0,2,"02",25200
"8374580","06704",26,0,2,"07",24000
"8374655","06704",24,0,2,"03",92000
"8374844","06704",15,0,1,"07",193220
"8375185","06702",27,0,4,"02",90100
"8375275","06701",40,0,2,"09",33000
"8375388","06703",23,0,5,"01",31300
"8375633","06702",14,0,2,"09",50530
"8375742","06704",21,0,1,"02",25000
"8375901","06704",16,0,2,"02",46000
"8376055","06705",19,0,3,"02",57900
"8376240","06705",19,0,1,"02",13200
"8376326","06703",19,0,1,"05",8000
"8376527","06704",13,0,2,"02",325400
"8376876","06705",0,2,1,"  ",0
"8377008","06705",6,0,0,"02",0
"8377099","06704",27,0,4,"02",70000
"8377161","06704",32,0,2,"06",42000
"8377385","06704",19,0,1,"02",35000
"8377525","06702",18,0,4,"02",75000
"8377540","06701",13,0,4,"02",81500
"8377577","06705",23,0,2,"02",18500
"8377866","06702",13,0,4,"02",60800
"8378434","06702",13,0,4,"08",12000
"8379059","06701",15,0,1,"02",23540
"8379718","06701",24,0,2,"06",37000
"8379851","06704",27,0,4,"02",45000
"8380142","06702",24,0,1,"02",7700
"8380284","06705",0,2,1,"  ",0
"8380532","06705",21,0,2,"04",2e+05
"8380803","06705",13,0,2,"01",28360
"8381009","06701",21,0,4,"02",109600
"8381190","06701",23,0,2,"07",14100
"8381260","06705",13,0,5,"02",78020
"8381347","06705",21,0,2,"08",37300
"8381359","06704",18,0,4,"02",116700
"8381408","06703",16,0,2,"02",56300
"8381504","06705",13,0,2,"02",2300
"8381621","06704",13,0,2,"03",93680
"8381717","06703",13,0,4,"02",25100
"8382143","06704",21,0,1,"09",49900
"8382767","06705",19,0,3,"02",146200
"8382862","06703",16,0,6,"02",80250
"8382879","06705",21,0,3,"02",116000
"8382941","06704",11,0,6,"07",49600
"8382942","06705",32,0,7,"01",61100
"8382991","06701",24,0,2,"02",33000
"8383035","06704",21,0,2,"09",24000
"8383229","06705",21,0,2,"02",37680
"8383539","06701",24,0,1,"08",2400
"8383661","06705",23,0,2,"02",181600
"8383792","06701",29,0,2,"02",22500
"8383901","06704",19,0,3,"02",61000
"8384010","06704",27,0,2,"03",100410
"8384328","06701",21,0,2,"06",90150
"8384467","06702",26,0,2,"02",4500
"8384519","06704",10,0,6,"02",56900
"8384692","06703",13,0,1,"02",52500
"8384727","06705",0,2,1,"  ",0
"8384798","06705",16,0,5,"02",28000
"8385173","06704",13,0,2,"05",4800
"8385331","06701",21,0,1,"06",26000
"8385587","06703",19,0,1,"02",17800
"8385713","06705",40,0,2,"03",41000
"8385803","06704",19,0,3,"02",99400
"8385948","06705",0,2,1,"  ",0
"8386220","06703",23,0,1,"01",17200
"8386225","06702",23,0,0,"04",0
"8386254","06705",18,0,4,"09",50000
"8386343","06705",35,0,0,"02",0
"8386572","06704",16,0,3,"02",83300
"8386788","06704",19,0,1,"03",60700
"8386825","06703",10,0,3,"06",49630
"8387051","06701",21,0,1,"03",16300
"8387085","06701",16,0,2,"02",93600
"8387341","06702",26,0,3,"06",26500
"8387380","06702",19,0,2,"02",70000
"8387538","06702",37,0,3,"05",45500
"8387545","06703",21,0,2,"02",68450
"8387548","06704",21,0,3,"02",60000
"8387995","06704",3,0,0,"02",0
"8388076","06702",18,0,5,"02",52900
"8388083","06704",11,0,4,"02",177000
"8388162","06704",19,0,5,"02",87000
"8388422","06702",16,0,2,"09",34000
"8388662","06704",24,0,2,"02",11000
"8388674","06705",21,0,2,"04",22300
"8389141","06701",26,0,1,"08",26000
"8389281","06703",26,0,4,"02",46000
"8389370","06705",21,0,1,"03",46000
"8389645","06705",16,0,2,"09",30500
"8389706","06705",32,0,8,"01",76100
"8389844","06704",13,0,2,"01",60700
"8389938","06702",40,0,1,"02",126100
"8389988","06705",24,0,2,"02",105000
"8390057","06704",16,0,2,"02",120230
"8390275","06705",18,0,1,"03",59000
"8390527","06704",19,0,4,"02",37000
"8390698","06705",0,2,1,"  ",0
"8391091","06705",16,0,4,"05",24730
"8391146","06704",21,0,1,"02",28800
"8391395","06704",21,0,5,"02",179700
"8391651","06701",19,0,2,"02",54550
"8391991","06701",16,0,1,"03",47000
"8392112","06705",21,0,2,"02",64000
"8392287","06704",15,0,2,"07",25000
"8392460","06704",31,0,2,"02",78000
"8392616","06703",16,0,2,"08",54000
"8392724","06705",21,0,1,"08",14600
"8392914","06705",19,0,1,"01",32000
"8393036","06702",18,0,9,"02",32800
"8393204","06703",16,0,2,"02",25500
"8393443","06705",21,0,2,"03",66000
"8393948","06704",21,0,3,"07",6000
"8394008","06701",34,0,0,"09",0
"8394314","06705",16,0,3,"05",22600
"8394330","06702",10,0,2,"02",95200
"8394720","06704",16,0,1,"02",6000
"8394928","06705",26,0,1,"08",48500
"8394940","06702",24,0,5,"02",84100
"8395020","06704",24,0,3,"02",54000
"8395147","06704",0,2,1,"  ",0
"8395158","06704",26,0,5,"02",139900
"8395689","06704",20,0,4,"07",12500
"8395703","06705",18,0,1,"01",11600
"8395748","06704",24,0,1,"02",143500
"8395825","06701",18,0,5,"02",87500
"8395865","06701",16,0,2,"02",64300
"8395909","06705",24,0,5,"03",47300
"8395939","06703",21,0,2,"07",44000
"8396528","06702",18,0,9,"06",46100
"8396804","06705",13,0,3,"03",34800
"8396872","06704",16,0,1,"06",70500
"8397066","06701",21,0,2,"02",30000
"8397125","06704",18,0,6,"02",73560
"8397389","06701",24,0,2,"05",73400
"8397722","06705",0,2,1,"  ",0
"8398335","06704",32,0,4,"05",79300
"8398524","06703",15,0,2,"02",137000
"8398739","06705",0,2,1,"  ",0
"8398858","06703",16,0,1,"01",8500
"8398929","06702",16,0,6,"08",28000
"8399035","06705",18,0,5,"08",20000
"8399104","06705",24,0,3,"02",212000
"8399221","06704",21,0,2,"05",50500
"8399623","06705",24,0,2,"09",61000
"8399642","06705",21,0,2,"03",51400
"8399877","06701",23,0,2,"02",121000
"8400035","06705",29,0,7,"02",34000
"8400410","06704",0,2,1,"  ",0
"8400496","06703",19,0,3,"02",251310
"8400558","06705",0,2,1,"  ",0
"8400628","06705",21,0,1,"05",25000
"8400756","06705",19,0,2,"03",96200
"8400886","06702",24,0,4,"07",23000
"8401028","06705",0,2,1,"  ",0
"8401079","06704",26,0,3,"08",13000
"8401441","06703",14,0,2,"09",25000
"8401916","06703",16,0,3,"04",16000
"8402041","06705",24,0,4,"02",435000
"8402310","06703",18,0,2,"02",50400
"8402415","06702",18,0,5,"02",20000
"8402455","06705",21,0,1,"01",102600
"8402478","06704",24,0,3,"02",123800
"8402497","06703",21,0,4,"02",109800
"8402590","06705",21,0,1,"06",25500
"8402630","06701",18,0,2,"05",160700
"8403197","06704",23,0,1,"06",67290
"8403250","06705",29,0,2,"05",29500
"8403271","06703",27,0,4,"02",50000
"8403851","06702",19,0,6,"06",19000
"8403858","06704",15,0,0,"09",0
"8403881","06705",24,0,2,"02",223600
"8404026","06701",31,0,3,"08",30000
"8404576","06705",16,0,1,"09",23430
"8404640","06703",27,0,3,"02",93860
"8404994","06701",18,0,2,"02",63000
"8405170","06704",19,0,4,"02",31218
"8405217","06704",26,0,1,"03",129800
"8405298","06701",0,2,1,"  ",0
"8406129","06705",31,0,2,"05",30070
"8406169","06705",19,0,2,"01",67500
"8406481","06705",21,0,2,"02",68700
"8406574","06703",21,0,3,"02",64100
"8407067","06702",23,0,3,"02",106010
"8407309","06705",21,0,3,"02",76160
"8407500","06703",21,0,2,"08",43000
"8407550","06704",23,0,3,"02",106000
"8407967","06703",22,0,2,"02",266000
"8408041","06701",0,2,1,"  ",0
"8408256","06702",23,0,5,"09",18300
"8408508","06702",21,0,2,"03",30200
"8408540","06704",18,0,3,"02",81000
"8408776","06702",13,0,5,"02",65050
"8408981","06704",19,0,2,"02",348800
"8409085","06703",15,0,4,"02",72100
"8409149","06704",19,0,2,"02",165000
"8409510","06703",29,0,4,"02",81000
"8409778","06702",34,0,2,"02",44400
"8410049","06702",26,0,2,"02",81800
"8410260","06704",8,0,4,"02",61600
"8410327","06704",21,0,1,"09",54600
"8410362","06703",27,0,2,"02",99460
"8410412","06705",34,0,2,"07",46500
"8410468","06705",16,0,2,"03",87800
"8410514","06702",27,0,4,"02",70300
"8410976","06705",21,0,2,"02",96200
"8411117","06704",23,0,3,"02",131000
"8411221","06703",16,0,5,"02",59600
"8411230","06705",24,0,2,"03",76600
"8411510","06705",23,0,8,"02",13000
"8411845","06704",31,0,3,"02",68900
"8411928","06705",21,0,2,"02",51210
"8411935","06705",34,0,3,"08",25000
"8412429","06701",0,2,1,"  ",0
"8412487","06704",19,0,1,"02",15000
"8412524","06702",24,0,12,"02",71470
"8412618","06704",26,0,1,"06",14500
"8412795","06704",21,0,3,"02",97300
"8412804","06702",21,0,4,"03",43000
"8412823","06701",23,0,1,"02",56030
"8412944","06703",10,0,1,"02",600
"8413175","06702",13,0,7,"02",92400
"8413364","06705",21,0,1,"09",7700
"8413520","06701",29,0,4,"05",88400
"8413523","06703",0,1,1,"  ",0
"8413910","06704",18,0,1,"03",137000
"8413986","06702",15,0,2,"08",32000
"8414504","06701",21,0,1,"06",25800
"8415147","06703",0,1,1,"  ",0
"8415360","06702",13,0,6,"05",83000
"8415390","06703",18,0,3,"09",19300
"8415950","06702",24,0,5,"06",81900
"8416067","06701",16,0,1,"06",13900
"8416131","06701",23,0,5,"09",64000
"8416492","06705",13,0,1,"02",15000
"8417092","06703",21,0,2,"02",60500
"8417134","06701",15,0,0,"08",0
"8417192","06705",25,0,0,"07",0
"8417232","06705",21,0,1,"02",63400
"8417794","06704",21,0,2,"02",160000
"8417873","06705",21,0,2,"02",53000
"8418115","06702",32,0,0,"02",0
"8418352","06701",11,0,0,"08",0
"8418432","06704",13,0,3,"02",36300
"8419088","06701",21,0,5,"06",18400
"8419331","06704",16,0,2,"02",50800
"8419569","06705",23,0,2,"02",80000
"8419764","06704",16,0,3,"02",10000
"8419810","06704",24,0,3,"02",96300
"8419860","06701",21,0,4,"08",43200
"8419956","06705",19,0,3,"02",40000
"8420025","06701",18,0,6,"04",45110
"8420088","06701",26,0,3,"02",49000
"8420126","06703",19,0,3,"02",12710
"8420134","06704",21,0,4,"02",0
"8420169","06704",8,0,0,"06",0
"8420380","06701",0,2,1,"  ",0
"8420421","06703",16,0,2,"02",66300
"8420779","06702",23,0,1,"02",4200
"8420825","06704",29,0,1,"09",20000
"8421018","06702",21,0,2,"02",67300
"8421380","06703",21,0,2,"02",320500
"8421383","06704",16,0,3,"02",94000
"8421470","06701",18,0,2,"05",21600
"8422480","06703",0,2,1,"  ",0
"8422544","06701",29,0,4,"02",92000
"8422608","06701",0,2,1,"  ",0
"8423261","06701",16,0,1,"07",23000
"8423758","06702",16,0,3,"09",28600
"8423797","06705",24,0,4,"02",78000
"8423980","06703",18,0,2,"02",46600
"8424121","06705",11,0,2,"02",69200
"8424282","06705",18,0,2,"02",69400
"8424303","06703",24,0,5,"03",66700
"8424424","06704",23,0,0,"02",0
"8424616","06705",24,0,2,"02",27000
"8424914","06704",23,0,2,"02",37280
"8424954","06703",29,0,3,"05",25600
"8425092","06705",14,0,0,"02",0
"8425185","06705",29,0,1,"09",50000
"8425212","06701",19,0,1,"02",36000
"8425377","06704",18,0,1,"10",65000
"8425561","06704",21,0,3,"09",25000
"8425951","06705",18,0,2,"03",72210
"8425973","06703",21,0,6,"02",44000
"8426167","06704",0,2,1,"  ",0
"8426580","06705",24,0,5,"02",44000
"8426720","06704",16,0,3,"07",56000
"8426916","06705",29,0,8,"02",24340
"8427025","06705",19,0,2,"02",130000
"8427216","06705",0,1,1,"  ",0
"8427294","06704",18,0,5,"02",63000
"8427612","06703",21,0,5,"02",176700
"8427692","06704",21,0,2,"02",27900
"8427920","06704",29,0,3,"02",95220
"8427953","06704",16,0,1,"02",48800
"8428112","06702",21,0,6,"02",44000
"8428314","06704",21,0,2,"02",44100
"8428405","06702",13,0,4,"02",49230
"8428709","06705",10,0,8,"02",68100
"8428772","06702",21,0,4,"03",22630
"8429197","06704",0,1,1,"  ",0
"8429255","06705",13,0,3,"02",125000
"8429256","06704",0,2,1,"  ",0
"8429378","06704",21,0,1,"08",0
"8429869","06701",19,0,2,"09",60000
"8429876","06704",16,0,3,"08",13600
"8430011","06705",24,0,2,"02",64000
"8430013","06704",16,0,2,"09",73300
"8430141","06702",18,0,2,"02",46000
"8430370","06704",18,0,2,"09",134000
"8430426","06704",0,2,1,"  ",0
"8430745","06705",0,2,1,"  ",0
"8430824","06701",16,0,2,"01",19400
"8430959","06704",13,0,11,"02",88100
"8431096","06703",18,0,4,"02",56000
"8431256","06701",18,0,6,"05",24700
"8431678","06705",21,0,2,"02",47920
"8431933","06703",22,0,2,"04",39000
"8431986","06704",32,0,10,"02",138060
"8432330","06702",13,0,4,"02",27000
"8432384","06703",16,0,2,"02",93050
"8432509","06702",10,0,1,"08",8800
"8432633","06705",29,0,2,"06",75000
"8432637","06705",11,0,6,"02",54000
"8433032","06705",21,0,2,"05",47220
"8433040","06702",29,0,1,"04",48250
"8433124","06701",24,0,1,"02",8430
"8433152","06704",21,0,2,"03",112000
"8433959","06705",21,0,3,"02",48000
"8434056","06702",0,2,1,"  ",0
"8434057","06705",21,0,2,"02",59980
"8434165","06701",0,2,1,"  ",0
"8434238","06701",21,0,1,"09",7800
"8434301","06705",24,0,3,"02",178000
"8434341","06703",21,0,1,"06",96500
"8434849","06705",37,0,7,"02",86700
"8434851","06701",18,0,1,"09",12790
"8435181","06704",16,0,1,"05",35000
"8435619","06702",10,0,5,"02",86700
"8435641","06702",24,0,3,"02",15100
"8436190","06702",18,0,3,"09",20300
"8436313","06705",16,0,6,"02",163000
"8436574","06705",19,0,2,"02",95000
"8436625","06705",24,0,2,"02",85400
"8436627","06704",18,0,3,"03",19400
"8436893","06702",18,0,1,"02",41000
"8437038","06702",16,0,3,"09",42800
"8437084","06704",21,0,2,"02",103000
"8437130","06701",29,0,1,"07",80130
"8437180","06701",16,0,2,"02",173000
