MGRA,Area_Type,Area_Type_Num,EC_Tier,EC_Name,Loc_Type,HBHUR
626,Second City,4,4,Normal Heights,Urban,C
627,Second City,4,4,Normal Heights,Urban,C
628,Second City,4,4,Normal Heights,Urban,C
629,Second City,4,4,Normal Heights,Urban,C
630,Second City,4,4,Normal Heights,Urban,C
631,Second City,4,NULL,NULL,Urban,C
632,Second City,4,NULL,NULL,Urban,C
633,Second City,4,NULL,NULL,Urban,C
634,Second City,4,NULL,NULL,Urban,C
635,Second City,4,NULL,NULL,Urban,C
636,Second City,4,NULL,NULL,Urban,C
637,Urban,5,4,Mid-City,Urban,U
638,Urban,5,4,Mid-City,Urban,U
639,Urban,5,4,Mid-City,Urban,U
640,Urban,5,4,Mid-City,Urban,U
641,Urban,5,4,Mid-City,Urban,U
642,Urban,5,4,Mid-City,Urban,U
643,Urban,5,4,Mid-City,Urban,U
644,Second City,4,4,Mid-City,Urban,C
645,Second City,4,4,Mid-City,Urban,C
646,Second City,4,4,Mid-City,Urban,C
647,Urban,5,4,Mid-City,Urban,U
648,Urban,5,4,Mid-City,Urban,U
649,Urban,5,4,Mid-City,Urban,U
650,Second City,4,4,Mid-City,Urban,C
651,Second City,4,4,Mid-City,Urban,C
652,Urban,5,4,Normal Heights,Urban,U
653,Urban,5,4,Normal Heights,Urban,U
654,Urban,5,4,Normal Heights,Urban,U
655,Urban,5,4,Normal Heights,Urban,U
656,Second City,4,4,Normal Heights,Urban,C
657,Second City,4,4,Normal Heights,Urban,C
658,Second City,4,4,Normal Heights,Urban,C
659,Urban,5,4,Normal Heights,Urban,U
660,Urban,5,4,Normal Heights,Urban,U
661,Urban,5,4,Normal Heights,Urban,U
662,Urban,5,4,Normal Heights,Urban,U
663,Second City,4,4,Normal Heights,Urban,C
664,Second City,4,4,Normal Heights,Urban,C
665,Second City,4,4,Normal Heights,Urban,C
666,Second City,4,4,Normal Heights,Urban,C
667,Urban,5,4,Normal Heights,Urban,U
668,Urban,5,4,Normal Heights,Urban,U
669,Urban,5,4,Normal Heights,Urban,U
670,Urban,5,4,Normal Heights,Urban,U
671,Urban,5,4,Normal Heights,Urban,U
672,Urban,5,4,Normal Heights,Urban,U
673,Urban,5,4,Normal Heights,Urban,U
674,Urban,5,4,Normal Heights,Urban,U
675,Urban,5,4,Normal Heights,Urban,U
676,Urban,5,4,Normal Heights,Urban,U
677,Urban,5,4,Normal Heights,Urban,U
678,Urban,5,4,Normal Heights,Urban,U
679,Urban,5,4,Mid-City,Urban,U
680,Urban,5,4,Mid-City,Urban,U
681,Urban,5,4,Mid-City,Urban,U
682,Urban,5,4,Mid-City,Urban,U
683,Second City,4,4,Mid-City,Urban,C
684,Second City,4,4,Mid-City,Urban,C
685,Second City,4,4,Mid-City,Urban,C
686,Second City,4,4,Mid-City,Urban,C
687,Second City,4,4,Mid-City,Urban,C
688,Urban,5,4,Mid-City,Urban,U
689,Urban,5,4,Mid-City,Urban,U
690,Urban,5,4,Mid-City,Urban,U
691,Urban,5,4,Mid-City,Urban,U
692,Urban,5,4,Mid-City,Urban,U
693,Urban,5,4,Mid-City,Urban,U
694,Urban,5,4,Mid-City,Urban,U
695,Urban,5,4,Mid-City,Urban,U
696,Urban,5,4,Mid-City,Urban,U
697,Urban,5,4,Mid-City,Urban,U
698,Urban,5,4,Mid-City,Urban,U
699,Urban,5,4,Mid-City,Urban,U
700,Urban,5,4,Normal Heights,Urban,U
701,Urban,5,4,Mid-City,Urban,U
702,Urban,5,4,Mid-City,Urban,U
703,Urban,5,4,Mid-City,Urban,U
704,Urban,5,4,Normal Heights,Urban,U
705,Second City,4,4,Mid-City,Urban,C
706,Second City,4,4,Mid-City,Urban,C
707,Urban,5,4,Mid-City,Urban,U
708,Urban,5,4,Mid-City,Urban,U
709,Urban,5,4,Mid-City,Urban,U
710,Second City,4,4,Mid-City,Urban,C
711,Second City,4,4,Mid-City,Urban,C
712,Urban,5,4,Mid-City,Urban,U
713,Urban,5,4,Mid-City,Urban,U
714,Urban,5,4,Mid-City,Urban,U
715,Second City,4,4,Mid-City,Urban,C
716,Second City,4,4,Mid-City,Urban,C
717,Second City,4,4,Mid-City,Urban,C
718,Urban,5,4,Mid-City,Urban,U
719,Urban,5,4,Mid-City,Urban,U
720,Urban,5,4,Mid-City,Urban,U
721,Urban,5,4,Mid-City,Urban,U
722,Urban,5,4,Mid-City,Urban,U
723,Urban,5,4,Mid-City,Urban,U
724,Urban,5,4,Mid-City,Urban,U
725,Urban,5,4,Mid-City,Urban,U
726,Urban,5,4,Mid-City,Urban,U
727,Urban,5,4,Mid-City,Urban,U
728,Urban,5,4,Mid-City,Urban,U
729,Urban,5,4,Mid-City,Urban,U
730,Urban,5,4,Mid-City,Urban,U
731,Urban,5,4,Mid-City,Urban,U
732,Second City,4,4,Mid-City,Urban,C
733,Second City,4,4,Mid-City,Urban,C
734,Second City,4,4,Mid-City,Urban,C
735,Second City,4,4,Mid-City,Urban,C
736,Second City,4,4,Mid-City,Urban,C
737,Second City,4,4,Mid-City,Urban,C
738,Second City,4,4,Mid-City,Urban,C
739,Second City,4,4,Mid-City,Urban,C
740,Second City,4,4,Mid-City,Urban,C
741,Second City,4,4,Mid-City,Urban,C
742,Urban,5,4,Normal Heights,Urban,U
743,Urban,5,4,Normal Heights,Urban,U
744,Urban,5,4,Normal Heights,Urban,U
745,Urban,5,NULL,NULL,Urban,U
746,Urban,5,4,Normal Heights,Urban,U
747,Urban,5,NULL,NULL,Urban,U
748,Urban,5,4,Normal Heights,Urban,U
749,Urban,5,NULL,NULL,Urban,U
750,Urban,5,NULL,NULL,Urban,U
751,Urban,5,4,Normal Heights,Urban,U
752,Urban,5,4,Normal Heights,Urban,U
753,Urban,5,NULL,NULL,Urban,U
754,Urban,5,NULL,NULL,Urban,U
755,Urban,5,4,Normal Heights,Urban,U
756,Urban,5,4,Normal Heights,Urban,U
757,Urban,5,4,Normal Heights,Urban,U
758,Urban,5,NULL,NULL,Urban,U
759,Urban,5,NULL,NULL,Urban,U
760,Urban,5,NULL,NULL,Urban,U
761,Urban,5,4,Mid-City,Urban,U
762,Second City,4,4,Mid-City,Urban,C
763,Second City,4,4,Mid-City,Urban,C
764,Second City,4,4,Mid-City,Urban,C
765,Second City,4,NULL,NULL,Urban,C
766,Urban,5,NULL,NULL,Urban,U
767,Second City,4,NULL,NULL,Urban,C
768,Urban,5,NULL,NULL,Urban,U
769,Urban,5,NULL,NULL,Urban,U
770,Urban,5,NULL,NULL,Urban,U
771,Urban,5,4,Mid-City,Urban,U
772,Urban,5,4,Mid-City,Urban,U
773,Urban,5,4,Mid-City,Urban,U
774,Urban,5,NULL,NULL,Urban,U
775,Urban,5,NULL,NULL,Urban,U
776,Urban,5,NULL,NULL,Urban,U
777,Urban,5,NULL,NULL,Urban,U
778,Urban,5,NULL,NULL,Urban,U
779,Urban,5,NULL,NULL,Urban,U
780,Urban,5,NULL,NULL,Urban,U
781,Urban,5,NULL,NULL,Urban,U
782,Urban,5,NULL,NULL,Urban,U
783,Urban,5,NULL,NULL,Urban,U
784,Urban,5,NULL,NULL,Urban,U
785,Urban,5,NULL,NULL,Urban,U
786,Urban,5,NULL,NULL,Urban,U
787,Urban,5,NULL,NULL,Urban,U
788,Urban,5,NULL,NULL,Urban,U
789,Urban,5,NULL,NULL,Urban,U
790,Urban,5,NULL,NULL,Urban,U
791,Urban,5,NULL,NULL,Urban,U
792,Urban,5,NULL,NULL,Urban,U
793,Urban,5,NULL,NULL,Urban,U
794,Urban,5,NULL,NULL,Urban,U
795,Urban,5,NULL,NULL,Urban,U
796,Urban,5,NULL,NULL,Urban,U
797,Urban,5,NULL,NULL,Urban,U
798,Urban,5,NULL,NULL,Urban,U
799,Urban,5,NULL,NULL,Urban,U
800,Urban,5,NULL,NULL,Urban,U
801,Urban,5,NULL,NULL,Urban,U
802,Urban,5,NULL,NULL,Urban,U
803,Urban,5,NULL,NULL,Urban,U
804,Urban,5,NULL,NULL,Urban,U
805,Urban,5,NULL,NULL,Urban,U
806,Urban,5,NULL,NULL,Urban,U
807,Second City,4,NULL,NULL,Urban,C
808,Second City,4,NULL,NULL,Urban,C
809,Second City,4,NULL,NULL,Urban,C
810,Second City,4,NULL,NULL,Urban,C
811,Second City,4,NULL,NULL,Urban,C
812,Second City,4,NULL,NULL,Urban,C
813,Second City,4,NULL,NULL,Urban,C
814,Second City,4,NULL,NULL,Urban,C
815,Second City,4,NULL,NULL,Urban,C
816,Second City,4,NULL,NULL,Urban,C
817,Second City,4,NULL,NULL,Urban,C
818,Second City,4,NULL,NULL,Urban,C
819,Second City,4,NULL,NULL,Urban,C
820,Second City,4,NULL,NULL,Urban,C
821,Second City,4,NULL,NULL,Urban,C
822,Second City,4,NULL,NULL,Urban,C
823,Second City,4,NULL,NULL,Urban,C
824,Second City,4,NULL,NULL,Urban,C
825,Second City,4,NULL,NULL,Urban,C
826,Second City,4,NULL,NULL,Urban,C
827,Second City,4,NULL,NULL,Urban,C
828,Second City,4,NULL,NULL,Urban,C
829,Second City,4,NULL,NULL,Urban,C
830,Second City,4,NULL,NULL,Urban,C
831,Second City,4,NULL,NULL,Urban,C
832,Second City,4,NULL,NULL,Urban,C
833,Second City,4,NULL,NULL,Urban,C
834,Second City,4,NULL,NULL,Urban,C
835,Second City,4,NULL,NULL,Urban,C
836,Second City,4,NULL,NULL,Urban,C
837,Second City,4,NULL,NULL,Urban,C
838,Second City,4,NULL,NULL,Urban,C
839,Second City,4,NULL,NULL,Urban,C
840,Second City,4,NULL,NULL,Urban,C
841,Urban,5,NULL,NULL,Urban,U
842,Second City,4,NULL,NULL,Urban,C
843,Second City,4,NULL,NULL,Urban,C
844,Urban,5,NULL,NULL,Urban,U
845,Second City,4,NULL,NULL,Urban,C
846,Second City,4,NULL,NULL,Urban,C
847,Second City,4,NULL,NULL,Urban,C
848,Second City,4,NULL,NULL,Urban,C
849,Second City,4,NULL,NULL,Urban,C
850,Second City,4,4,Mid-City,Urban,C
851,Second City,4,4,Mid-City,Urban,C
852,Second City,4,4,Mid-City,Urban,C
853,Second City,4,4,Mid-City,Urban,C
854,Second City,4,NULL,NULL,Urban,C
855,Second City,4,NULL,NULL,Urban,C
856,Second City,4,NULL,NULL,Urban,C
857,Second City,4,NULL,NULL,Urban,C
858,Second City,4,NULL,NULL,Urban,C
859,Second City,4,NULL,NULL,Urban,C
860,Second City,4,NULL,NULL,Urban,C
861,Second City,4,NULL,NULL,Urban,C
862,Second City,4,NULL,NULL,Urban,C
863,Second City,4,NULL,NULL,Urban,C
864,Second City,4,NULL,NULL,Urban,C
865,Second City,4,NULL,NULL,Urban,C
866,Second City,4,NULL,NULL,Urban,C
867,Second City,4,NULL,NULL,Urban,C
868,Second City,4,NULL,NULL,Urban,C
869,Second City,4,NULL,NULL,Urban,C
870,Second City,4,NULL,NULL,Urban,C
871,Second City,4,NULL,NULL,Urban,C
872,Second City,4,NULL,NULL,Urban,C
873,Second City,4,NULL,NULL,Urban,C
874,Second City,4,NULL,NULL,Urban,C
875,Second City,4,NULL,NULL,Urban,C
876,Second City,4,NULL,NULL,Urban,C
877,Second City,4,NULL,NULL,Urban,C
878,Second City,4,NULL,NULL,Urban,C
879,Second City,4,NULL,NULL,Urban,C
880,Second City,4,NULL,NULL,Urban,C
881,Second City,4,NULL,NULL,Urban,C
882,Second City,4,NULL,NULL,Urban,C
883,Second City,4,NULL,NULL,Urban,C
884,Second City,4,NULL,NULL,Urban,C
885,Second City,4,NULL,NULL,Urban,C
886,Second City,4,NULL,NULL,Urban,C
887,Second City,4,NULL,NULL,Urban,C
888,Second City,4,NULL,NULL,Urban,C
889,Second City,4,NULL,NULL,Urban,C
890,Second City,4,NULL,NULL,Urban,C
891,Second City,4,NULL,NULL,Urban,C
892,Second City,4,NULL,NULL,Urban,C
893,Second City,4,NULL,NULL,Urban,C
894,Second City,4,NULL,NULL,Urban,C
895,Urban,5,4,Mid-City,Urban,U
896,Urban,5,4,Mid-City,Urban,U
897,Urban,5,4,Mid-City,Urban,U
898,Urban,5,4,Mid-City,Urban,U
899,Second City,4,4,Mid-City,Urban,C
900,Urban,5,4,Mid-City,Urban,U
901,Second City,4,4,Mid-City,Urban,C
902,Second City,4,4,Mid-City,Urban,C
903,Second City,4,4,Mid-City,Urban,C
904,Second City,4,4,Mid-City,Urban,C
905,Second City,4,4,Mid-City,Urban,C
906,Second City,4,4,Mid-City,Urban,C
907,Second City,4,4,Mid-City,Urban,C
908,Second City,4,4,Mid-City,Urban,C
909,Second City,4,4,Mid-City,Urban,C
910,Second City,4,4,Mid-City,Urban,C
911,Urban,5,4,Mid-City,Urban,U
912,Urban,5,4,Mid-City,Urban,U
913,Urban,5,4,Mid-City,Urban,U
914,Urban,5,4,Mid-City,Urban,U
915,Urban,5,4,Mid-City,Urban,U
916,Second City,4,4,Mid-City,Urban,C
917,Second City,4,4,Mid-City,Urban,C
918,Second City,4,4,Mid-City,Urban,C
919,Second City,4,4,Mid-City,Urban,C
920,Second City,4,4,Mid-City,Urban,C
921,Suburban,2,4,Mid-City,Town,S
922,Suburban,2,NULL,NULL,Town,S
923,Suburban,2,4,Mid-City,Town,S
924,Suburban,2,NULL,NULL,Town,S
925,Suburban,2,NULL,NULL,Town,S
926,Suburban,2,NULL,NULL,Town,S
927,Suburban,2,NULL,NULL,Town,S
928,Suburban,2,NULL,NULL,Town,S
929,Suburban,2,NULL,NULL,Town,S
930,Suburban,2,NULL,NULL,Town,S
931,Suburban,2,NULL,NULL,Town,S
932,Suburban,2,NULL,NULL,Town,S
933,Suburban,2,NULL,NULL,Town,S
934,Suburban,2,4,Mid-City,Town,S
935,Suburban,2,NULL,NULL,Town,S
936,Suburban,2,NULL,NULL,Town,S
937,Suburban,2,NULL,NULL,Town,S
938,Suburban,2,4,Mid-City,Town,S
939,Suburban,2,NULL,NULL,Town,S
940,Suburban,2,NULL,NULL,Town,S
941,Suburban,2,NULL,NULL,Town,S
942,Suburban,2,NULL,NULL,Town,S
943,Suburban,2,NULL,NULL,Town,S
944,Suburban,2,NULL,NULL,Town,S
945,Suburban,2,NULL,NULL,Town,S
946,Suburban,2,4,Lemon Grove,Town,S
947,Suburban,2,NULL,NULL,Town,S
948,Suburban,2,4,Lemon Grove,Town,S
949,Suburban,2,4,Lemon Grove,Town,S
950,Suburban,2,4,Lemon Grove,Town,S
951,Second City,4,NULL,NULL,Urban,C
952,Second City,4,NULL,NULL,Urban,C
953,Second City,4,NULL,NULL,Urban,C
954,Second City,4,NULL,NULL,Urban,C
955,Second City,4,NULL,NULL,Urban,C
956,Second City,4,NULL,NULL,Urban,C
957,Second City,4,NULL,NULL,Urban,C
958,Second City,4,NULL,NULL,Urban,C
959,Second City,4,NULL,NULL,Urban,C
960,Second City,4,NULL,NULL,Urban,C
961,Second City,4,NULL,NULL,Urban,C
962,Second City,4,NULL,NULL,Urban,C
963,Second City,4,NULL,NULL,Urban,C
964,Second City,4,NULL,NULL,Urban,C
965,Second City,4,NULL,NULL,Urban,C
966,Urban,5,4,Mid-City,Urban,U
967,Urban,5,4,Mid-City,Urban,U
968,Urban,5,4,Mid-City,Urban,U
969,Urban,5,4,Mid-City,Urban,U
970,Second City,4,4,Mid-City,Urban,C
971,Second City,4,4,Mid-City,Urban,C
972,Urban,5,4,Mid-City,Urban,U
973,Urban,5,4,Mid-City,Urban,U
974,Urban,5,4,Mid-City,Urban,U
975,Second City,4,4,Mid-City,Urban,C
976,Second City,4,4,Mid-City,Urban,C
977,Second City,4,4,Mid-City,Urban,C
978,Second City,4,4,Mid-City,Urban,C
979,Second City,4,4,Mid-City,Urban,C
980,Second City,4,4,Mid-City,Urban,C
981,Second City,4,4,Mid-City,Urban,C
982,Urban,5,4,Mid-City,Urban,U
983,Urban,5,4,Mid-City,Urban,U
984,Second City,4,4,Mid-City,Urban,C
985,Second City,4,4,Mid-City,Urban,C
986,Second City,4,4,Mid-City,Urban,C
987,Second City,4,4,Mid-City,Urban,C
988,Second City,4,4,Mid-City,Urban,C
989,Urban,5,4,Mid-City,Urban,U
990,Urban,5,4,Mid-City,Urban,U
991,Urban,5,4,Mid-City,Urban,U
992,Second City,4,4,Mid-City,Urban,C
993,Second City,4,4,Mid-City,Urban,C
994,Second City,4,4,Mid-City,Urban,C
995,Second City,4,4,Mid-City,Urban,C
996,Second City,4,4,Mid-City,Urban,C
997,Urban,5,4,Mid-City,Urban,U
998,Second City,4,4,Mid-City,Urban,C
999,Second City,4,4,Mid-City,Urban,C
1000,Second City,4,NULL,NULL,Urban,C
1001,Second City,4,NULL,NULL,Urban,C
1002,Second City,4,NULL,NULL,Urban,C
1003,Second City,4,NULL,NULL,Urban,C
1004,Second City,4,NULL,NULL,Urban,C
1005,Second City,4,NULL,NULL,Urban,C
1006,Second City,4,NULL,NULL,Urban,C
1007,Second City,4,NULL,NULL,Urban,C
1008,Second City,4,NULL,NULL,Urban,C
1009,Second City,4,NULL,NULL,Urban,C
1010,Second City,4,NULL,NULL,Urban,C
1011,Second City,4,NULL,NULL,Urban,C
1012,Second City,4,NULL,NULL,Urban,C
1013,Second City,4,NULL,NULL,Urban,C
1014,Second City,4,NULL,NULL,Urban,C
1015,Second City,4,NULL,NULL,Urban,C
1016,Second City,4,NULL,NULL,Urban,C
1017,Second City,4,NULL,NULL,Urban,C
1018,Second City,4,NULL,NULL,Urban,C
1019,Second City,4,NULL,NULL,Urban,C
1020,Second City,4,NULL,NULL,Urban,C
1021,Second City,4,NULL,NULL,Urban,C
1022,Second City,4,NULL,NULL,Urban,C
1023,Second City,4,4,Mid-City,Urban,C
1024,Second City,4,NULL,NULL,Urban,C
1025,Second City,4,NULL,NULL,Urban,C
1026,Second City,4,NULL,NULL,Urban,C
1027,Second City,4,NULL,NULL,Urban,C
1028,Second City,4,NULL,NULL,Urban,C
1029,Second City,4,NULL,NULL,Urban,C
1030,Second City,4,NULL,NULL,Urban,C
1031,Suburban,2,NULL,NULL,Town,S
1032,Suburban,2,NULL,NULL,Town,S
1033,Suburban,2,NULL,NULL,Town,S
1034,Suburban,2,NULL,NULL,Town,S
1035,Suburban,2,NULL,NULL,Town,S
1036,Suburban,2,NULL,NULL,Town,S
1037,Suburban,2,NULL,NULL,Town,S
1038,Suburban,2,NULL,NULL,Town,S
1039,Suburban,2,NULL,NULL,Town,S
1040,Suburban,2,NULL,NULL,Town,S
1041,Second City,4,NULL,NULL,Urban,C
1042,Second City,4,NULL,NULL,Urban,C
1043,Second City,4,NULL,NULL,Urban,C
1044,Second City,4,NULL,NULL,Urban,C
1045,Suburban,2,NULL,NULL,Town,S
1046,Suburban,2,NULL,NULL,Town,S
1047,Second City,4,NULL,NULL,Urban,C
1048,Second City,4,NULL,NULL,Urban,C
1049,Second City,4,NULL,NULL,Urban,C
1050,Second City,4,NULL,NULL,Urban,C
1051,Second City,4,NULL,NULL,Urban,C
1052,Second City,4,NULL,NULL,Urban,C
1053,Second City,4,NULL,NULL,Urban,C
1054,Second City,4,NULL,NULL,Urban,C
1055,Second City,4,NULL,NULL,Urban,C
1056,Second City,4,4,Encanto,Urban,C
1057,Second City,4,4,Encanto,Urban,C
1058,Second City,4,4,Encanto,Urban,C
1059,Second City,4,4,Encanto,Urban,C
1060,Second City,4,4,Encanto,Urban,C
1061,Suburban,2,NULL,NULL,Town,S
1062,Suburban,2,NULL,NULL,Town,S
1063,Suburban,2,NULL,NULL,Town,S
1064,Suburban,2,NULL,NULL,Town,S
1065,Urban,5,NULL,NULL,Urban,U
1066,Second City,4,NULL,NULL,Urban,C
1067,Suburban,2,NULL,NULL,Town,S
1068,Second City,4,NULL,NULL,Urban,C
1069,Urban,5,NULL,NULL,Urban,U
1070,Urban,5,4,San Diego State University,Urban,U
1071,Urban,5,4,San Diego State University,Urban,U
1072,Urban,5,4,San Diego State University,Urban,U
1073,Urban,5,4,San Diego State University,Urban,U
1074,Major University,13,4,San Diego State University,Urban,U
1075,Major University,13,4,San Diego State University,Urban,U
1076,Urban,5,NULL,NULL,Urban,U
1077,Major University,13,4,San Diego State University,Urban,U
1078,Urban,5,4,Mid-City,Urban,U
1079,Second City,4,4,Mid-City,Urban,C
1080,Second City,4,4,Mid-City,Urban,C
1081,Second City,4,4,Mid-City,Urban,C
1082,Urban,5,4,Mid-City,Urban,U
1083,Urban,5,4,Mid-City,Urban,U
1084,Urban,5,4,Mid-City,Urban,U
1085,Urban,5,4,Mid-City,Urban,U
1086,Second City,4,NULL,NULL,Urban,C
1087,Second City,4,NULL,NULL,Urban,C
1088,Second City,4,NULL,NULL,Urban,C
1089,Second City,4,NULL,NULL,Urban,C
1090,Second City,4,4,Mid-City,Urban,C
1091,Second City,4,NULL,NULL,Urban,C
1092,Second City,4,4,Mid-City,Urban,C
1093,Second City,4,4,Mid-City,Urban,C
1094,Second City,4,4,Mid-City,Urban,C
1095,Second City,4,4,Mid-City,Urban,C
1096,Second City,4,NULL,NULL,Urban,C
1097,Second City,4,NULL,NULL,Urban,C
1098,Second City,4,NULL,NULL,Urban,C
1099,Second City,4,NULL,NULL,Urban,C
1100,Second City,4,4,Mid-City,Urban,C
1101,Second City,4,NULL,NULL,Urban,C
1102,Second City,4,NULL,NULL,Urban,C
1103,Second City,4,NULL,NULL,Urban,C
1104,Second City,4,NULL,NULL,Urban,C
1105,Second City,4,NULL,NULL,Urban,C
1106,Second City,4,NULL,NULL,Urban,C
1107,Second City,4,NULL,NULL,Urban,C
1108,Second City,4,NULL,NULL,Urban,C
1109,Second City,4,NULL,NULL,Urban,C
1110,Urban,5,NULL,NULL,Urban,U
1111,Second City,4,NULL,NULL,Urban,C
1112,Second City,4,NULL,NULL,Urban,C
1113,Second City,4,NULL,NULL,Urban,C
1114,Second City,4,NULL,NULL,Urban,C
1115,Urban,5,NULL,NULL,Urban,U
1116,Second City,4,NULL,NULL,Urban,C
1117,Second City,4,4,Mid-City,Urban,C
1118,Urban,5,4,Mid-City,Urban,U
1119,Second City,4,4,Mid-City,Urban,C
1120,Urban,5,4,Mid-City,Urban,U
1121,Urban,5,4,Mid-City,Urban,U
1122,Second City,4,4,Mid-City,Urban,C
1123,Second City,4,4,Mid-City,Urban,C
1124,Second City,4,4,Mid-City,Urban,C
1125,Urban,5,4,Mid-City,Urban,U
1126,Urban,5,4,Mid-City,Urban,U
1127,Second City,4,4,Mid-City,Urban,C
1128,Urban,5,4,Mid-City,Urban,U
1129,Urban,5,4,Mid-City,Urban,U
1130,Urban,5,4,Mid-City,Urban,U
1131,Urban,5,4,Mid-City,Urban,U
1132,Urban,5,4,Mid-City,Urban,U
1133,Second City,4,4,Mid-City,Urban,C
1134,Urban,5,4,Mid-City,Urban,U
1135,Second City,4,NULL,NULL,Urban,C
1136,Second City,4,NULL,NULL,Urban,C
1137,Second City,4,NULL,NULL,Urban,C
1138,Second City,4,4,Mid-City,Urban,C
1139,Second City,4,NULL,NULL,Urban,C
1140,Second City,4,NULL,NULL,Urban,C
1141,Second City,4,4,Mid-City,Urban,C
1142,Second City,4,NULL,NULL,Urban,C
1143,Second City,4,NULL,NULL,Urban,C
1144,Second City,4,4,Mid-City,Urban,C
1145,Second City,4,4,Mid-City,Urban,C
1146,Second City,4,4,Mid-City,Urban,C
1147,Second City,4,4,Mid-City,Urban,C
1148,Second City,4,4,Mid-City,Urban,C
1149,Second City,4,4,Mid-City,Urban,C
1150,Second City,4,4,Mid-City,Urban,C
1151,Second City,4,4,Mid-City,Urban,C
1152,Second City,4,4,Mid-City,Urban,C
1153,Second City,4,4,Mid-City,Urban,C
1154,Second City,4,4,Mid-City,Urban,C
1155,Urban,5,4,Mid-City,Urban,U
1156,Urban,5,4,Mid-City,Urban,U
1157,Urban,5,4,Mid-City,Urban,U
1158,Second City,4,4,Mid-City,Urban,C
1159,Second City,4,4,Mid-City,Urban,C
1160,Second City,4,4,Mid-City,Urban,C
1161,Second City,4,4,Mid-City,Urban,C
1162,Second City,4,4,Mid-City,Urban,C
1163,Second City,4,4,Mid-City,Urban,C
1164,Second City,4,4,Mid-City,Urban,C
1165,Second City,4,4,Mid-City,Urban,C
1166,Second City,4,4,Mid-City,Urban,C
1167,Second City,4,4,Mid-City,Urban,C
1168,Second City,4,4,Mid-City,Urban,C
1169,Second City,4,4,Mid-City,Urban,C
1170,Second City,4,4,Mid-City,Urban,C
1171,Second City,4,4,Mid-City,Urban,C
1172,Second City,4,4,Mid-City,Urban,C
1173,Suburban,2,4,Mid-City,Town,S
1174,Suburban,2,NULL,NULL,Town,S
1175,Suburban,2,4,Mid-City,Town,S
1176,Suburban,2,NULL,NULL,Town,S
1177,Suburban,2,NULL,NULL,Town,S
1178,Suburban,2,NULL,NULL,Town,S
1179,Suburban,2,NULL,NULL,Town,S
1180,Suburban,2,NULL,NULL,Town,S
1181,Suburban,2,NULL,NULL,Town,S
1182,Suburban,2,NULL,NULL,Town,S
1183,Suburban,2,NULL,NULL,Town,S
1184,Suburban,2,4,Mid-City,Town,S
1185,Suburban,2,4,Mid-City,Town,S
1186,Suburban,2,NULL,NULL,Town,S
1187,Suburban,2,NULL,NULL,Town,S
1188,Suburban,2,NULL,NULL,Town,S
1189,Suburban,2,NULL,NULL,Town,S
1190,Suburban,2,NULL,NULL,Town,S
1191,Suburban,2,NULL,NULL,Town,S
1192,Suburban,2,NULL,NULL,Town,S
1193,Suburban,2,NULL,NULL,Town,S
1194,Suburban,2,NULL,NULL,Town,S
1195,Suburban,2,NULL,NULL,Town,S
1196,Suburban,2,NULL,NULL,Town,S
1197,Suburban,2,NULL,NULL,Town,S
1198,Urban,5,NULL,NULL,Urban,U
1199,Urban,5,NULL,NULL,Urban,U
1200,Urban,5,NULL,NULL,Urban,U
1201,Urban,5,4,San Diego State University,Urban,U
1202,Urban,5,NULL,NULL,Urban,U
1203,Urban,5,NULL,NULL,Urban,U
1204,Urban,5,NULL,NULL,Urban,U
1205,Major University,13,4,San Diego State University,Urban,U
1206,Urban,5,4,San Diego State University,Urban,U
1207,Major University,13,4,San Diego State University,Urban,U
1208,Urban,5,NULL,NULL,Urban,U
1209,Urban,5,NULL,NULL,Urban,U
1210,Urban,5,NULL,NULL,Urban,U
1211,Urban,5,4,San Diego State University,Urban,U
1212,Major University,13,4,San Diego State University,Urban,U
1213,Major University,13,4,San Diego State University,Urban,U
1214,Urban,5,4,Mid-City,Urban,U
1215,Urban,5,4,Mid-City,Urban,U
1216,Urban,5,4,Mid-City,Urban,U
1217,Urban,5,4,Mid-City,Urban,U
1218,Urban,5,4,Mid-City,Urban,U
1219,Urban,5,4,Mid-City,Urban,U
1220,Urban,5,4,Mid-City,Urban,U
1221,Urban,5,NULL,NULL,Urban,U
1222,Urban,5,NULL,NULL,Urban,U
1223,Urban,5,4,Mid-City,Urban,U
1224,Urban,5,4,Mid-City,Urban,U
1225,Urban,5,4,Mid-City,Urban,U
1226,Second City,4,4,Mid-City,Urban,C
1227,Urban,5,4,Mid-City,Urban,U
1228,Second City,4,4,Mid-City,Urban,C
1229,Urban,5,4,Mid-City,Urban,U
1230,Urban,5,4,Mid-City,Urban,U
1231,Urban,5,4,Mid-City,Urban,U
1232,Urban,5,4,Mid-City,Urban,U
1233,Urban,5,4,Mid-City,Urban,U
1234,Urban,5,4,Mid-City,Urban,U
1235,Second City,4,NULL,NULL,Urban,C
1236,Second City,4,2,La Mesa,Urban,C
1237,Second City,4,2,La Mesa,Urban,C
1238,Second City,4,2,La Mesa,Urban,C
1239,Second City,4,2,La Mesa,Urban,C
1240,Urban,5,2,La Mesa,Urban,U
1241,Urban,5,2,La Mesa,Urban,U
1242,Urban,5,2,La Mesa,Urban,U
1243,Urban,5,2,La Mesa,Urban,U
1244,Second City,4,2,La Mesa,Urban,C
1245,Urban,5,2,La Mesa,Urban,U
