MGRA,Area_Type,Area_Type_Num,EC_Tier,EC_Name,Loc_Type,HBHUR
4302,Suburban,2,1,Sorrento Valley West,Town,S
4303,Suburban,2,1,Sorrento Valley West,Town,S
4304,Rural,1,NULL,NULL,Rural,R
4305,National / State / Regional Park,10,NULL,NULL,Rural,R
4306,National / State / Regional Park,10,1,Sorrento Valley West,Rural,R
4307,Town Center,3,1,Sorrento Valley West,Urban,U
4308,Town Center,3,1,Sorrento Valley West,Urban,U
4309,National / State / Regional Park,10,1,Sorrento Valley West,Rural,R
4310,Town Center,3,1,Sorrento Valley West,Urban,U
4311,Town Center,3,1,Sorrento Valley West,Urban,U
4312,Town Center,3,1,Sorrento Valley West,Urban,U
4313,Town Center,3,1,Sorrento Valley West,Urban,U
4314,Suburban,2,1,Sorrento Valley West,Town,S
4315,Suburban,2,NULL,NULL,Town,S
4316,Suburban,2,NULL,NULL,Town,S
4317,Suburban,2,NULL,NULL,Town,S
4318,Suburban,2,NULL,NULL,Town,S
4319,Suburban,2,NULL,NULL,Town,S
4320,Suburban,2,NULL,NULL,Town,S
4321,Suburban,2,NULL,NULL,Town,S
4322,Suburban,2,NULL,NULL,Town,S
4323,Suburban,2,NULL,NULL,Town,S
4324,Town Center,3,1,Sorrento Valley West,Urban,U
4325,Suburban,2,1,Sorrento Valley West,Town,S
4326,Suburban,2,NULL,NULL,Town,S
4327,Suburban,2,NULL,NULL,Town,S
4328,Suburban,2,NULL,NULL,Town,S
4329,Suburban,2,NULL,NULL,Town,S
4330,Suburban,2,NULL,NULL,Town,S
4331,Suburban,2,1,Sorrento Valley West,Town,S
4332,Suburban,2,NULL,NULL,Town,S
4333,Suburban,2,NULL,NULL,Town,S
4334,Suburban,2,NULL,NULL,Town,S
4335,Suburban,2,NULL,NULL,Town,S
4336,Suburban,2,NULL,NULL,Town,S
4337,Suburban,2,NULL,NULL,Town,S
4338,Suburban,2,NULL,NULL,Town,S
4339,Suburban,2,NULL,NULL,Town,S
4340,Suburban,2,NULL,NULL,Town,S
4341,Suburban,2,NULL,NULL,Town,S
4342,Suburban,2,NULL,NULL,Town,S
4343,Suburban,2,NULL,NULL,Town,S
4344,Suburban,2,NULL,NULL,Town,S
4345,Suburban,2,NULL,NULL,Town,S
4346,Suburban,2,NULL,NULL,Town,S
4347,Suburban,2,1,Sorrento Valley West,Town,S
4348,Suburban,2,NULL,NULL,Town,S
4349,Suburban,2,NULL,NULL,Town,S
4350,Suburban,2,NULL,NULL,Town,S
4351,Suburban,2,NULL,NULL,Town,S
4352,Suburban,2,NULL,NULL,Town,S
4353,Suburban,2,1,Sorrento Valley West,Town,S
4354,Suburban,2,NULL,NULL,Town,S
4355,Suburban,2,NULL,NULL,Town,S
4356,Suburban,2,NULL,NULL,Town,S
4357,Suburban,2,NULL,NULL,Town,S
4358,Suburban,2,NULL,NULL,Town,S
4359,Suburban,2,NULL,NULL,Town,S
4360,Suburban,2,NULL,NULL,Town,S
4361,Suburban,2,NULL,NULL,Town,S
4362,Suburban,2,NULL,NULL,Town,S
4363,Suburban,2,NULL,NULL,Town,S
4364,National / State / Regional Park,10,NULL,NULL,Rural,R
4365,Suburban,2,NULL,NULL,Town,S
4366,Suburban,2,NULL,NULL,Town,S
4367,Suburban,2,NULL,NULL,Town,S
4368,Suburban,2,NULL,NULL,Town,S
4369,Suburban,2,NULL,NULL,Town,S
4370,Suburban,2,NULL,NULL,Town,S
4371,Suburban,2,NULL,NULL,Town,S
4372,Suburban,2,NULL,NULL,Town,S
4373,Suburban,2,NULL,NULL,Town,S
4374,Suburban,2,NULL,NULL,Town,S
4375,Suburban,2,NULL,NULL,Town,S
4376,Suburban,2,NULL,NULL,Town,S
4377,Suburban,2,NULL,NULL,Town,S
4378,Suburban,2,4,Solana Beach,Town,S
4379,Suburban,2,NULL,NULL,Town,S
4380,Suburban,2,NULL,NULL,Town,S
4381,Suburban,2,NULL,NULL,Town,S
4382,Suburban,2,NULL,NULL,Town,S
4383,Suburban,2,NULL,NULL,Town,S
4384,Suburban,2,NULL,NULL,Town,S
4385,Suburban,2,NULL,NULL,Town,S
4386,Suburban,2,4,Del Mar,Town,S
4387,Suburban,2,NULL,NULL,Town,S
4388,Suburban,2,4,Del Mar,Town,S
4389,Suburban,2,NULL,NULL,Town,S
4390,Suburban,2,NULL,NULL,Town,S
4391,Suburban,2,NULL,NULL,Town,S
4392,Suburban,2,NULL,NULL,Town,S
4393,Suburban,2,NULL,NULL,Town,S
4394,Suburban,2,NULL,NULL,Town,S
4395,Suburban,2,NULL,NULL,Town,S
4396,Suburban,2,NULL,NULL,Town,S
4397,Suburban,2,NULL,NULL,Town,S
4398,Suburban,2,NULL,NULL,Town,S
4399,Suburban,2,NULL,NULL,Town,S
4400,Suburban,2,NULL,NULL,Town,S
4401,Suburban,2,NULL,NULL,Town,S
4402,Suburban,2,NULL,NULL,Town,S
4403,Suburban,2,NULL,NULL,Town,S
4404,Suburban,2,NULL,NULL,Town,S
4405,Suburban,2,NULL,NULL,Town,S
4406,Suburban,2,NULL,NULL,Town,S
4407,Suburban,2,NULL,NULL,Town,S
4408,Suburban,2,NULL,NULL,Town,S
4409,Suburban,2,NULL,NULL,Town,S
4410,Suburban,2,NULL,NULL,Town,S
4411,Suburban,2,NULL,NULL,Town,S
4412,Suburban,2,NULL,NULL,Town,S
4413,Suburban,2,NULL,NULL,Town,S
4414,Suburban,2,NULL,NULL,Town,S
4415,Suburban,2,NULL,NULL,Town,S
4416,Suburban,2,NULL,NULL,Town,S
4417,Suburban,2,NULL,NULL,Town,S
4418,Suburban,2,NULL,NULL,Town,S
4419,Suburban,2,NULL,NULL,Town,S
4420,Suburban,2,NULL,NULL,Town,S
4421,Suburban,2,NULL,NULL,Town,S
4422,Suburban,2,NULL,NULL,Town,S
4423,Suburban,2,NULL,NULL,Town,S
4424,Suburban,2,4,Solana Beach,Town,S
4425,Suburban,2,NULL,NULL,Town,S
4426,Suburban,2,NULL,NULL,Town,S
4427,Suburban,2,NULL,NULL,Town,S
4428,Suburban,2,NULL,NULL,Town,S
4429,Suburban,2,NULL,NULL,Town,S
4430,Suburban,2,NULL,NULL,Town,S
4431,Suburban,2,NULL,NULL,Town,S
4432,Suburban,2,NULL,NULL,Town,S
4433,Suburban,2,NULL,NULL,Town,S
4434,Suburban,2,NULL,NULL,Town,S
4435,Suburban,2,NULL,NULL,Town,S
4436,Suburban,2,NULL,NULL,Town,S
4437,Suburban,2,NULL,NULL,Town,S
4438,Suburban,2,NULL,NULL,Town,S
4439,Suburban,2,NULL,NULL,Town,S
4440,Suburban,2,NULL,NULL,Town,S
4441,Town Center,3,3,Carmel Valley,Urban,U
4442,Town Center,3,3,Carmel Valley,Urban,U
4443,Town Center,3,3,Carmel Valley,Urban,U
4444,Town Center,3,3,Carmel Valley,Urban,U
4445,Town Center,3,3,Carmel Valley,Urban,U
4446,Town Center,3,3,Carmel Valley,Urban,U
4447,Town Center,3,3,Carmel Valley,Urban,U
4448,Town Center,3,3,Carmel Valley,Urban,U
4449,Town Center,3,3,Carmel Valley,Urban,U
4450,Town Center,3,3,Carmel Valley,Urban,U
4451,Town Center,3,3,Carmel Valley,Urban,U
4452,Town Center,3,3,Carmel Valley,Urban,U
4453,Town Center,3,3,Carmel Valley,Urban,U
4454,Town Center,3,3,Carmel Valley,Urban,U
4455,Town Center,3,3,Carmel Valley,Urban,U
4456,Town Center,3,3,Carmel Valley,Urban,U
4457,Town Center,3,3,Carmel Valley,Urban,U
4458,Town Center,3,3,Carmel Valley,Urban,U
4459,Town Center,3,3,Carmel Valley,Urban,U
4460,Town Center,3,3,Carmel Valley,Urban,U
4461,Town Center,3,3,Carmel Valley,Urban,U
4462,Town Center,3,3,Carmel Valley,Urban,U
4463,Town Center,3,3,Carmel Valley,Urban,U
4464,Town Center,3,3,Carmel Valley,Urban,U
4465,Town Center,3,3,Carmel Valley,Urban,U
4466,Town Center,3,3,Carmel Valley,Urban,U
4467,Town Center,3,3,Carmel Valley,Urban,U
4468,Town Center,3,3,Carmel Valley,Urban,U
4469,Town Center,3,3,Carmel Valley,Urban,U
4470,Town Center,3,3,Carmel Valley,Urban,U
4471,Town Center,3,3,Carmel Valley,Urban,U
4472,Town Center,3,3,Carmel Valley,Urban,U
4473,Suburban,2,NULL,NULL,Town,S
4474,Suburban,2,NULL,NULL,Town,S
4475,Suburban,2,NULL,NULL,Town,S
4476,Suburban,2,NULL,NULL,Town,S
4477,Suburban,2,NULL,NULL,Town,S
4478,Suburban,2,NULL,NULL,Town,S
4479,Suburban,2,NULL,NULL,Town,S
4480,Suburban,2,NULL,NULL,Town,S
4481,Suburban,2,NULL,NULL,Town,S
4482,Suburban,2,NULL,NULL,Town,S
4483,Suburban,2,NULL,NULL,Town,S
4484,Suburban,2,NULL,NULL,Town,S
4485,Suburban,2,NULL,NULL,Town,S
4486,Suburban,2,NULL,NULL,Town,S
4487,Suburban,2,NULL,NULL,Town,S
4488,Suburban,2,NULL,NULL,Town,S
4489,Suburban,2,NULL,NULL,Town,S
4490,Suburban,2,NULL,NULL,Town,S
4491,Suburban,2,NULL,NULL,Town,S
4492,Town Center,3,NULL,NULL,Urban,U
4493,Town Center,3,NULL,NULL,Urban,U
4494,Town Center,3,NULL,NULL,Urban,U
4495,Town Center,3,NULL,NULL,Urban,U
4496,Town Center,3,NULL,NULL,Urban,U
4497,Town Center,3,NULL,NULL,Urban,U
4498,Town Center,3,NULL,NULL,Urban,U
4499,Town Center,3,NULL,NULL,Urban,U
4500,Suburban,2,NULL,NULL,Town,S
4501,Rural,1,NULL,NULL,Rural,R
4502,Suburban,2,1,Sorrento Valley East,Town,S
4503,Suburban,2,1,Sorrento Valley East,Town,S
4504,Suburban,2,1,Sorrento Valley East,Town,S
4505,Suburban,2,1,Sorrento Valley East,Town,S
4506,Suburban,2,1,Sorrento Valley East,Town,S
4507,Suburban,2,1,Sorrento Valley East,Town,S
4508,Suburban,2,1,Sorrento Valley East,Town,S
4509,Suburban,2,1,Sorrento Valley East,Town,S
4510,Suburban,2,1,Sorrento Valley East,Town,S
4511,Suburban,2,1,Sorrento Valley East,Town,S
4512,Suburban,2,1,Sorrento Valley East,Town,S
4513,Suburban,2,1,Sorrento Valley East,Town,S
4514,Suburban,2,1,Sorrento Valley East,Town,S
4515,Suburban,2,1,Sorrento Valley East,Town,S
4516,Suburban,2,1,Sorrento Valley East,Town,S
4517,Suburban,2,NULL,NULL,Town,S
4518,Rural,1,NULL,NULL,Rural,R
4519,Suburban,2,NULL,NULL,Town,S
4520,Suburban,2,NULL,NULL,Town,S
4521,Rural,1,NULL,NULL,Rural,R
4522,Rural,1,1,Sorrento Valley East,Rural,R
4523,Suburban,2,NULL,NULL,Town,S
4524,Suburban,2,NULL,NULL,Town,S
4525,Suburban,2,3,Carmel Valley,Town,S
4526,Suburban,2,NULL,NULL,Town,S
4527,Suburban,2,NULL,NULL,Town,S
4528,Suburban,2,NULL,NULL,Town,S
4529,Suburban,2,NULL,NULL,Town,S
4530,Suburban,2,NULL,NULL,Town,S
4531,Suburban,2,NULL,NULL,Town,S
4532,Suburban,2,NULL,NULL,Town,S
4533,Suburban,2,NULL,NULL,Town,S
4534,Suburban,2,NULL,NULL,Town,S
4535,Suburban,2,NULL,NULL,Town,S
4536,Suburban,2,NULL,NULL,Town,S
4537,Suburban,2,NULL,NULL,Town,S
4538,Suburban,2,NULL,NULL,Town,S
4539,Suburban,2,NULL,NULL,Town,S
4540,Suburban,2,NULL,NULL,Town,S
4541,Suburban,2,3,Carmel Valley,Town,S
4542,Suburban,2,3,Carmel Valley,Town,S
4543,Suburban,2,3,Carmel Valley,Town,S
4544,Suburban,2,NULL,NULL,Town,S
4545,Suburban,2,NULL,NULL,Town,S
4546,Suburban,2,NULL,NULL,Town,S
4547,Suburban,2,NULL,NULL,Town,S
4548,Suburban,2,NULL,NULL,Town,S
4549,Suburban,2,3,Carmel Valley,Town,S
4550,Suburban,2,NULL,NULL,Town,S
4551,Suburban,2,NULL,NULL,Town,S
4552,Suburban,2,NULL,NULL,Town,S
4553,Suburban,2,NULL,NULL,Town,S
4554,Suburban,2,NULL,NULL,Town,S
4555,Suburban,2,NULL,NULL,Town,S
4556,Suburban,2,NULL,NULL,Town,S
4557,Suburban,2,NULL,NULL,Town,S
4558,Suburban,2,NULL,NULL,Town,S
4559,Suburban,2,NULL,NULL,Town,S
4560,Suburban,2,NULL,NULL,Town,S
4561,Suburban,2,NULL,NULL,Town,S
4562,Suburban,2,NULL,NULL,Town,S
4563,Suburban,2,NULL,NULL,Town,S
4564,Suburban,2,NULL,NULL,Town,S
4565,Suburban,2,NULL,NULL,Town,S
4566,Suburban,2,NULL,NULL,Town,S
4567,Suburban,2,NULL,NULL,Town,S
4568,Suburban,2,NULL,NULL,Town,S
4569,Suburban,2,NULL,NULL,Town,S
4570,Suburban,2,NULL,NULL,Town,S
4571,Suburban,2,NULL,NULL,Town,S
4572,Suburban,2,NULL,NULL,Town,S
4573,Suburban,2,NULL,NULL,Town,S
4574,Suburban,2,NULL,NULL,Town,S
4575,Suburban,2,NULL,NULL,Town,S
4576,Suburban,2,NULL,NULL,Town,S
4577,Suburban,2,NULL,NULL,Town,S
4578,Suburban,2,NULL,NULL,Town,S
4579,Suburban,2,NULL,NULL,Town,S
4580,Suburban,2,NULL,NULL,Town,S
4581,Suburban,2,NULL,NULL,Town,S
4582,Suburban,2,NULL,NULL,Town,S
4583,Suburban,2,NULL,NULL,Town,S
4584,Suburban,2,NULL,NULL,Town,S
4585,Suburban,2,NULL,NULL,Town,S
4586,Suburban,2,NULL,NULL,Town,S
4587,Suburban,2,NULL,NULL,Town,S
4588,Suburban,2,NULL,NULL,Town,S
4589,Suburban,2,NULL,NULL,Town,S
4590,Suburban,2,NULL,NULL,Town,S
4591,Suburban,2,NULL,NULL,Town,S
4592,Suburban,2,NULL,NULL,Town,S
4593,Suburban,2,NULL,NULL,Town,S
4594,Suburban,2,NULL,NULL,Town,S
4595,Suburban,2,NULL,NULL,Town,S
4596,Suburban,2,NULL,NULL,Town,S
4597,Suburban,2,NULL,NULL,Town,S
4598,Suburban,2,NULL,NULL,Town,S
4599,Suburban,2,NULL,NULL,Town,S
4600,Suburban,2,NULL,NULL,Town,S
4601,Suburban,2,NULL,NULL,Town,S
4602,Suburban,2,NULL,NULL,Town,S
4603,Suburban,2,NULL,NULL,Town,S
4604,Suburban,2,NULL,NULL,Town,S
4605,Suburban,2,NULL,NULL,Town,S
4606,Suburban,2,NULL,NULL,Town,S
4607,Suburban,2,NULL,NULL,Town,S
4608,Suburban,2,NULL,NULL,Town,S
4609,Suburban,2,NULL,NULL,Town,S
4610,Suburban,2,NULL,NULL,Town,S
4611,Suburban,2,NULL,NULL,Town,S
4612,Suburban,2,NULL,NULL,Town,S
4613,Suburban,2,NULL,NULL,Town,S
4614,Suburban,2,NULL,NULL,Town,S
4615,Suburban,2,NULL,NULL,Town,S
4616,National / State / Regional Park,10,NULL,NULL,Rural,R
4617,National / State / Regional Park,10,NULL,NULL,Rural,R
4618,National / State / Regional Park,10,NULL,NULL,Rural,R
4619,National / State / Regional Park,10,NULL,NULL,Rural,R
4620,Town Center,3,1,Sorrento Valley East,Urban,U
4621,Town Center,3,1,Sorrento Valley East,Urban,U
4622,Town Center,3,1,Sorrento Valley East,Urban,U
4623,Town Center,3,1,Sorrento Valley East,Urban,U
4624,Town Center,3,1,Sorrento Valley East,Urban,U
4625,Town Center,3,1,Sorrento Valley East,Urban,U
4626,Town Center,3,1,Sorrento Valley East,Urban,U
4627,Town Center,3,1,Sorrento Valley East,Urban,U
4628,Town Center,3,1,Sorrento Valley East,Urban,U
4629,Town Center,3,1,Sorrento Valley East,Urban,U
4630,Town Center,3,1,Sorrento Valley East,Urban,U
4631,Town Center,3,1,Sorrento Valley East,Urban,U
4632,Town Center,3,1,Sorrento Valley East,Urban,U
4633,Town Center,3,1,Sorrento Valley East,Urban,U
4634,Town Center,3,1,Sorrento Valley East,Urban,U
4635,Second City,4,1,Sorrento Valley East,Urban,C
4636,Second City,4,1,Sorrento Valley East,Urban,C
4637,Second City,4,1,Sorrento Valley East,Urban,C
4638,Second City,4,1,Sorrento Valley East,Urban,C
4639,Second City,4,1,Sorrento Valley East,Urban,C
4640,Second City,4,1,Sorrento Valley East,Urban,C
4641,Second City,4,1,Sorrento Valley East,Urban,C
4642,Second City,4,1,Sorrento Valley East,Urban,C
4643,Second City,4,1,Sorrento Valley East,Urban,C
4644,National / State / Regional Park,10,NULL,NULL,Rural,R
4645,National / State / Regional Park,10,1,Sorrento Valley West,Rural,R
4646,Town Center,3,1,Sorrento Valley West,Urban,U
4647,Town Center,3,1,Sorrento Valley West,Urban,U
4648,Town Center,3,1,Sorrento Valley West,Urban,U
4649,Town Center,3,1,Sorrento Valley West,Urban,U
4650,Town Center,3,1,Sorrento Valley West,Urban,U
4651,Town Center,3,1,Sorrento Valley West,Urban,U
4652,Town Center,3,1,Sorrento Valley West,Urban,U
4653,Town Center,3,1,Sorrento Valley West,Urban,U
4654,Town Center,3,1,Sorrento Valley West,Urban,U
4655,Second City,4,1,Sorrento Valley East,Urban,C
4656,Town Center,3,1,Sorrento Valley West,Urban,U
4657,Second City,4,1,Sorrento Valley West,Urban,C
4658,Town Center,3,1,Sorrento Valley West,Urban,U
4659,Second City,4,1,Sorrento Valley West,Urban,C
4660,Town Center,3,1,Sorrento Valley West,Urban,U
4661,Second City,4,1,Sorrento Valley West,Urban,C
4662,Second City,4,1,Sorrento Valley West,Urban,C
4663,Second City,4,1,Sorrento Valley West,Urban,C
4664,Second City,4,1,Sorrento Valley West,Urban,C
4665,Second City,4,1,Sorrento Valley West,Urban,C
4666,Second City,4,1,Sorrento Valley West,Urban,C
4667,Second City,4,1,Sorrento Valley West,Urban,C
4668,Second City,4,1,Sorrento Valley West,Urban,C
4669,Second City,4,1,Sorrento Valley West,Urban,C
4670,Second City,4,1,Sorrento Valley West,Urban,C
4671,Second City,4,1,Sorrento Valley West,Urban,C
4672,Second City,4,1,Sorrento Valley West,Urban,C
4673,Second City,4,1,Sorrento Valley West,Urban,C
4674,Second City,4,1,Sorrento Valley West,Urban,C
4675,Second City,4,1,Sorrento Valley West,Urban,C
4676,Second City,4,1,Sorrento Valley West,Urban,C
4677,Second City,4,1,Sorrento Valley West,Urban,C
4678,Second City,4,1,Sorrento Valley West,Urban,C
4679,Second City,4,1,Sorrento Valley West,Urban,C
4680,Second City,4,1,Sorrento Valley West,Urban,C
4681,Second City,4,1,Sorrento Valley West,Urban,C
4682,Second City,4,1,Sorrento Valley West,Urban,C
4683,Second City,4,1,Sorrento Valley West,Urban,C
4684,Second City,4,1,Sorrento Valley West,Urban,C
4685,Second City,4,1,Sorrento Valley West,Urban,C
4686,Suburban,2,NULL,NULL,Town,S
4687,Second City,4,1,Sorrento Valley West,Urban,C
4688,Suburban,2,NULL,NULL,Town,S
4689,Second City,4,1,Sorrento Valley West,Urban,C
4690,Second City,4,1,Sorrento Valley West,Urban,C
4691,Second City,4,1,Sorrento Valley West,Urban,C
4692,Second City,4,1,Sorrento Valley West,Urban,C
4693,Second City,4,1,Sorrento Valley West,Urban,C
4694,Second City,4,1,Sorrento Valley West,Urban,C
4695,Second City,4,1,Sorrento Valley West,Urban,C
4696,Second City,4,1,Sorrento Valley West,Urban,C
4697,Second City,4,1,Sorrento Valley West,Urban,C
4698,Second City,4,1,Sorrento Valley West,Urban,C
4699,Second City,4,1,Sorrento Valley West,Urban,C
4700,Second City,4,1,Sorrento Valley West,Urban,C
4701,Second City,4,1,Sorrento Valley West,Urban,C
4702,Second City,4,1,Sorrento Valley West,Urban,C
4703,Second City,4,1,Sorrento Valley West,Urban,C
4704,Second City,4,1,Sorrento Valley West,Urban,C
4705,Second City,4,1,Sorrento Valley West,Urban,C
4706,Second City,4,1,Sorrento Valley West,Urban,C
4707,Second City,4,1,Sorrento Valley West,Urban,C
4708,Second City,4,1,Sorrento Valley West,Urban,C
4709,Second City,4,1,Sorrento Valley West,Urban,C
4710,Second City,4,1,Sorrento Valley West,Urban,C
4711,Second City,4,1,Sorrento Valley West,Urban,C
4712,Second City,4,1,Sorrento Valley West,Urban,C
4713,Second City,4,1,Sorrento Valley West,Urban,C
4714,Second City,4,1,Sorrento Valley West,Urban,C
4715,Second City,4,1,Sorrento Valley West,Urban,C
4716,Second City,4,1,Sorrento Valley West,Urban,C
4717,Second City,4,1,Sorrento Valley West,Urban,C
4718,Second City,4,1,Sorrento Valley West,Urban,C
4719,Second City,4,NULL,NULL,Urban,C
4720,Second City,4,NULL,NULL,Urban,C
4721,Second City,4,NULL,NULL,Urban,C
4722,Second City,4,NULL,NULL,Urban,C
4723,Second City,4,1,Sorrento Valley West,Urban,C
4724,Suburban,2,NULL,NULL,Town,S
4725,Suburban,2,NULL,NULL,Town,S
4726,Suburban,2,NULL,NULL,Town,S
4727,Suburban,2,NULL,NULL,Town,S
4728,Suburban,2,NULL,NULL,Town,S
4729,Suburban,2,4,University City,Town,S
4730,Suburban,2,NULL,NULL,Town,S
4731,Suburban,2,NULL,NULL,Town,S
4732,Suburban,2,NULL,NULL,Town,S
4733,Suburban,2,NULL,NULL,Town,S
4734,Suburban,2,NULL,NULL,Town,S
4735,Suburban,2,NULL,NULL,Town,S
4736,Suburban,2,NULL,NULL,Town,S
4737,Suburban,2,NULL,NULL,Town,S
4738,Suburban,2,NULL,NULL,Town,S
4739,Suburban,2,NULL,NULL,Town,S
4740,Suburban,2,4,University City,Town,S
4741,Suburban,2,4,University City,Town,S
4742,Suburban,2,4,University City,Town,S
4743,Suburban,2,4,University City,Town,S
4744,Suburban,2,NULL,NULL,Town,S
4745,Suburban,2,NULL,NULL,Town,S
4746,Suburban,2,NULL,NULL,Town,S
4747,Suburban,2,4,University City,Town,S
4748,Suburban,2,4,University City,Town,S
4749,Suburban,2,4,University City,Town,S
4750,Suburban,2,4,University City,Town,S
4751,Suburban,2,NULL,NULL,Town,S
4752,Suburban,2,NULL,NULL,Town,S
4753,Suburban,2,NULL,NULL,Town,S
4754,Suburban,2,NULL,NULL,Town,S
4755,Suburban,2,4,University City,Town,S
4756,Suburban,2,4,University City,Town,S
4757,Suburban,2,NULL,NULL,Town,S
4758,Suburban,2,NULL,NULL,Town,S
4759,Suburban,2,NULL,NULL,Town,S
4760,Suburban,2,NULL,NULL,Town,S
4761,Rural,1,NULL,NULL,Rural,R
4762,Rural,1,1,Sorrento Valley East,Rural,R
4763,Suburban,2,1,Sorrento Valley East,Town,S
4764,Suburban,2,1,Sorrento Valley East,Town,S
4765,Suburban,2,1,Sorrento Valley East,Town,S
4766,Suburban,2,1,Sorrento Valley East,Town,S
4767,Town Center,3,1,Sorrento Valley East,Urban,U
4768,Town Center,3,1,Sorrento Valley East,Urban,U
4769,Town Center,3,1,Sorrento Valley East,Urban,U
4770,Town Center,3,1,Sorrento Valley East,Urban,U
4771,Town Center,3,1,Sorrento Valley East,Urban,U
4772,Town Center,3,1,Sorrento Valley East,Urban,U
4773,Town Center,3,1,Sorrento Valley East,Urban,U
4774,Town Center,3,1,Sorrento Valley East,Urban,U
4775,Town Center,3,1,Sorrento Valley East,Urban,U
4776,Town Center,3,1,Sorrento Valley East,Urban,U
4777,Town Center,3,1,Sorrento Valley East,Urban,U
4778,Town Center,3,1,Sorrento Valley East,Urban,U
4779,Town Center,3,1,Sorrento Valley East,Urban,U
4780,Town Center,3,1,Sorrento Valley East,Urban,U
4781,Town Center,3,1,Sorrento Valley East,Urban,U
4782,Town Center,3,1,Sorrento Valley East,Urban,U
4783,Town Center,3,1,Sorrento Valley East,Urban,U
4784,Town Center,3,1,Sorrento Valley East,Urban,U
4785,Town Center,3,1,Sorrento Valley East,Urban,U
4786,Town Center,3,1,Sorrento Valley East,Urban,U
4787,Town Center,3,1,Sorrento Valley East,Urban,U
4788,Town Center,3,1,Sorrento Valley East,Urban,U
4789,Town Center,3,1,Sorrento Valley East,Urban,U
4790,Town Center,3,1,Sorrento Valley East,Urban,U
4791,Town Center,3,1,Sorrento Valley East,Urban,U
4792,Town Center,3,1,Sorrento Valley East,Urban,U
4793,Town Center,3,1,Sorrento Valley East,Urban,U
4794,Town Center,3,1,Sorrento Valley East,Urban,U
4795,Town Center,3,1,Sorrento Valley East,Urban,U
4796,Town Center,3,1,Sorrento Valley East,Urban,U
4797,Town Center,3,1,Sorrento Valley East,Urban,U
4798,Town Center,3,1,Sorrento Valley East,Urban,U
4799,Town Center,3,1,Sorrento Valley East,Urban,U
4800,Suburban,2,NULL,NULL,Town,S
4801,Suburban,2,NULL,NULL,Town,S
4802,Rural,1,NULL,NULL,Rural,R
4803,Town Center,3,1,Sorrento Valley East,Urban,U
4804,Town Center,3,1,Sorrento Valley East,Urban,U
4805,Town Center,3,1,Sorrento Valley East,Urban,U
4806,Town Center,3,1,Sorrento Valley East,Urban,U
4807,Suburban,2,NULL,NULL,Town,S
4808,Rural,1,NULL,NULL,Rural,R
4809,Suburban,2,NULL,NULL,Town,S
4810,Suburban,2,NULL,NULL,Town,S
4811,Suburban,2,NULL,NULL,Town,S
4812,Suburban,2,NULL,NULL,Town,S
4813,Suburban,2,NULL,NULL,Town,S
4814,Suburban,2,NULL,NULL,Town,S
4815,Suburban,2,NULL,NULL,Town,S
4816,Suburban,2,NULL,NULL,Town,S
4817,Suburban,2,NULL,NULL,Town,S
4818,Suburban,2,NULL,NULL,Town,S
4819,Suburban,2,NULL,NULL,Town,S
4820,Suburban,2,NULL,NULL,Town,S
4821,Suburban,2,NULL,NULL,Town,S
4822,Suburban,2,NULL,NULL,Town,S
4823,Suburban,2,NULL,NULL,Town,S
4824,Suburban,2,NULL,NULL,Town,S
4825,Suburban,2,NULL,NULL,Town,S
4826,Suburban,2,NULL,NULL,Town,S
4827,Second City,4,NULL,NULL,Urban,C
4828,Suburban,2,NULL,NULL,Town,S
4829,Suburban,2,NULL,NULL,Town,S
4830,Suburban,2,NULL,NULL,Town,S
4831,Suburban,2,NULL,NULL,Town,S
4832,Suburban,2,NULL,NULL,Town,S
4833,Suburban,2,NULL,NULL,Town,S
4834,Second City,4,NULL,NULL,Urban,C
4835,Second City,4,NULL,NULL,Urban,C
4836,Second City,4,NULL,NULL,Urban,C
4837,Second City,4,NULL,NULL,Urban,C
4838,Suburban,2,NULL,NULL,Town,S
4839,Second City,4,NULL,NULL,Urban,C
4840,Second City,4,NULL,NULL,Urban,C
4841,Second City,4,NULL,NULL,Urban,C
4842,Suburban,2,NULL,NULL,Town,S
4843,Second City,4,NULL,NULL,Urban,C
4844,Second City,4,NULL,NULL,Urban,C
4845,Second City,4,NULL,NULL,Urban,C
4846,Second City,4,NULL,NULL,Urban,C
4847,Second City,4,NULL,NULL,Urban,C
4848,Second City,4,NULL,NULL,Urban,C
4849,Second City,4,NULL,NULL,Urban,C
4850,Second City,4,NULL,NULL,Urban,C
4851,Second City,4,NULL,NULL,Urban,C
4852,Suburban,2,NULL,NULL,Town,S
4853,Suburban,2,NULL,NULL,Town,S
4854,Suburban,2,NULL,NULL,Town,S
4855,Second City,4,NULL,NULL,Urban,C
4856,Suburban,2,NULL,NULL,Town,S
4857,Second City,4,NULL,NULL,Urban,C
4858,Suburban,2,NULL,NULL,Town,S
4859,Suburban,2,NULL,NULL,Town,S
4860,Suburban,2,NULL,NULL,Town,S
4861,Suburban,2,NULL,NULL,Town,S
4862,Second City,4,NULL,NULL,Urban,C
4863,Second City,4,NULL,NULL,Urban,C
4864,Second City,4,NULL,NULL,Urban,C
4865,Second City,4,NULL,NULL,Urban,C
4866,Second City,4,NULL,NULL,Urban,C
4867,Second City,4,NULL,NULL,Urban,C
4868,Second City,4,NULL,NULL,Urban,C
